Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Kadabra,48.8,64,psychic,none,163.8,90.9,92,1370471,27,1500,Confusion,Shadow Ball,Dazzling Gleam,4,4,3,50000
Butterfree,48.7,12,bug,flying,126.7,112.6,124,1768668,31.5,1499,Confusion,Bug Buzz,Signal Beam,5,4,1,10000
Swirlix,48.4,684,fairy,none,104.2,112.6,145,1701231,50,1333,Tackle,Energy Ball,Draining Kiss,19,19,3,50000
Axew,48.2,610,dragon,none,138.7,96.1,121,1611671,49,1495,Scratch,Aqua Tail,Dragon Claw,18,25,5,75000
Indeedee (Female),48.2,876,psychic,normal,121.7,128.2,118,1842015,23.5,1500,Extrasensory,Energy Ball,Psychic,6,6,3,50000
Porygon-Z (Shadow),48,474,normal,none,147.6,88.1,117,1522008,17,1500,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Porygon-Z,47.7,474,normal,none,147.6,88.1,117,1522008,17,1500,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Unfezant,47.6,521,normal,flying,138.6,95.6,122,1616212,20,1499,Air Slash,Sky Attack,Hyper Beam,6,9,1,10000
Gorebyss,47.5,368,water,none,136.2,121,100,1648806,22.5,1499,Confusion,Water Pulse,Psychic,4,4,3,50000
Ferroseed (Shadow),47.1,597,grass,steel,81.5,142.9,119,1385595,50,1064,Metal Claw,Gyro Ball,Iron Head,8,8,3,75000
Noivern,46.1,715,flying,dragon,125.5,113.5,126,1794213,20,1500,Air Slash,Hurricane,Draco Meteor,8,8,5,75000
Anorith (Shadow),45.5,347,rock,bug,145.4,92.1,115,1539881,43.5,1499,Struggle Bug,Aqua Jet,Ancient Power,5,6,3,50000
Snubbull,45.5,209,fairy,none,127.7,84,142,1524055,50,1399,Tackle,Crunch,Dazzling Gleam,15,19,3,50000
Munna,45.2,517,psychic,none,105.9,89.9,166,1580270,50,1294,Charge Beam,Psyshock,Dazzling Gleam,4,5,3,50000
Duosion (Shadow),44.9,578,psychic,none,149.2,82,123,1504319,27.5,1500,Hidden Power (Psychic),Psyshock,Night Shade,5,6,3,50000
Anorith,44.7,347,rock,bug,145.4,92.1,115,1539881,43.5,1499,Struggle Bug,Aqua Jet,Ancient Power,5,6,3,50000
Tornadus (Incarnate),44.2,641,flying,none,148.1,95.5,107,1513826,16.5,1500,Air Slash,Grass Knot,Hurricane,6,8,20,100000
Solosis (Shadow),44.1,577,psychic,none,152,81.9,118,1468468,49,1498,Hidden Power (Psychic),Psyshock,Night Shade,5,6,3,50000
Duosion,44,578,psychic,none,149.2,82,123,1504319,27.5,1500,Hidden Power (Psychic),Psyshock,Night Shade,5,6,3,50000
Snubbull (Shadow),43.7,209,fairy,none,127.7,84,142,1524055,50,1399,Tackle,Crunch,Dazzling Gleam,15,19,3,50000
Deoxys (Speed),43.6,386,psychic,none,140.8,131.6,86,1592886,18.5,1499,Charge Beam,Psycho Boost,Swift,4,4,20,100000
Timburr,43.2,532,fighting,none,125.2,85.7,164,1759945,50,1487,Low Kick,Rock Tomb,Brick Break,10,8,5,75000
Solosis,42.5,577,psychic,none,152,81.9,118,1468468,49,1498,Hidden Power (Psychic),Psyshock,Night Shade,5,6,3,50000
Skiddo,41.2,672,grass,none,116,98.3,151,1721514,50,1414,Rock Smash,Seed Bomb,Brick Break,6,6,3,50000
Indeedee (Male),40.9,876,psychic,normal,135,114.7,107,1656303,22.5,1495,Extrasensory,Shadow Ball,Psychic,6,6,3,50000
Regigigas (Shadow),39.9,486,normal,none,140.3,102,110,1574364,12.5,1492,Hidden Power (Ice),Crush Grip,Thunder,7,8,20,100000
Timburr (Shadow),38.8,532,fighting,none,125.2,85.7,164,1759945,50,1487,Low Kick,Rock Tomb,Brick Break,10,8,5,75000
Regigigas,36.8,486,normal,none,139.8,104.4,110,1605384,12.5,1498,Hidden Power (Ground),Crush Grip,Thunder,7,8,20,100000
Spoink (Shadow),34.9,325,psychic,none,117.6,115.1,141,1909574,50,1499,Zen Headbutt,Shadow Ball,Mirror Coat,10,10,1,10000
Clefairy,33.4,35,fairy,none,102.5,103.4,157,1663540,50,1306,Zen Headbutt,Disarming Voice,Body Slam,8,6,1,10000
Spoink,31.8,325,psychic,none,117.6,115.1,141,1909574,50,1499,Zen Headbutt,Shadow Ball,Return,10,12,1,10000
Mienfoo,30.3,619,fighting,none,142.8,93.3,118,1571195,47,1497,Low Kick,High Jump Kick,Brick Break,11,8,3,50000
Unown,28.1,201,psychic,none,126.9,89.1,125,1412738,50,1339,Hidden Power (Psychic),Struggle,,13,0,5,75000
Slaking,16.8,289,normal,none,138.9,83.1,140,1616182,12.5,1499,Yawn,Body Slam,Earthquake,3,6,5,75000
Slaking (Shadow),16.4,289,normal,none,138.9,83.1,140,1616182,12.5,1499,Yawn,Body Slam,Earthquake,3,6,5,75000
Cranidos (Shadow),13.1,408,rock,none,163.9,62.9,133,1371716,30,1500,Take Down,Rock Tomb,Ancient Power,7,6,5,75000
Cranidos,12.2,408,rock,none,163.9,62.9,133,1371716,30,1500,Take Down,Rock Tomb,Ancient Power,7,6,5,75000
